id,cons,vmax,blank,vmin,spect,vart,component,rah,ram,ras,decd,decm,decs,epoch,d,zero,period,e0_hjd,phase_secondary
AG,Per,6.69,-,7.0,EA/DM,B3Vn+B3,SEC,4,6,55.8,33,26,46.9,2000,0.2,0,2.0287138,2452501.7555,0.5
AG,Per,6.69,-,7.0,EA/DM,B3Vn+B3,PRI,4,6,55.8,33,26,46.9,2000,0.2,0,2.0287494,2452500.6967,0.5
AX,Per,9.4,-,13.6,ZAND,M3IIIep+A0,pri,1,36,22.7,54,15,2.3,2000,0.0,0,680.6,2452999.1,0.5
AY,Per,9.8,-,10.6,EA/DS,A0,PRI,3,10,25.1,50,55,54.3,2000,0.7,0,11.77656,2452507.269,0.5
BB,Per,12.8,-,14.0,L,,ALL,3,55,25.6,31,30,48.0,2000,0.0,0,0.48560869,2452500.1568,0.5
BE,Per,14.5,-,15.3,E,,PRI,3,13,48.9,46,10,16.2,2000,0.0,0,2.159253,2452500.544,0.5
BO,Per,12.0,-,12.3,EA/D,B9,PRI,3,8,3.5,53,38,26.6,2000,0.3,0,4.580133,2452501.766,0.5
BP,Per,11.7,-,12.0,EB,,PRI,3,31,6.7,49,24,46.5,2000,0.0,0,1.9789063,2452501.9462,0.5
BR,Per,13.1,-,14.2,CEP,,ALL,3,57,7.4,32,2,59.4,2000,0.0,0,2.1500779,2452500.2187,0.5
BY,Per,13.2,-,14.8,EA/SD,,PRI,1,54,35.6,54,48,0.0,2000,0.2,0,1.1526357,2452501.0718,0.5
CH,Per,14.9,-,17.1,EA/SD,,PRI,2,4,34.3,53,53,12.8,2000,0.1,0,1.3146439,2452500.4862,0.5
CM,Per,12.5,-,13.4,EA/D,A3V,PRI,2,5,11.2,57,12,25.2,2000,3.9,0,38.6329,2452508.5,0.5
CR,Per,12.4,-,12.9,EA/DS,,PRI,2,9,52.2,57,54,32.5,2000,0.5,0,8.80972,2452504.567,0.5
CR,Per,12.4,-,12.9,EA/DS,,SEC,2,9,52.2,57,54,32.5,2000,0.5,0,8.809718,2452507.705,0.5
DK,Per,12.3,-,13.3,EB/SD,,ALL,2,23,45.6,57,59,23.7,2000,0.0,0,0.8988736,2452500.48,0.5
DM,Per,7.86,-,8.59,EA/SD,B5V,ALL,2,25,58.0,56,6,10.0,2000,0.5,0,2.7277421,2452501.3669,0.5
DV,Per,14.4,-,14.9,EB/SD,,PRI,2,32,36.7,53,9,31.2,2000,0.0,0,0.8071394,2452500.037,0.5
DZ,Per,14.4,-,15.0,EB/KE,,ALL,2,35,57.2,56,8,46.4,2000,0.0,0,0.7641782,2452500.13,0.5
EN,Per,13.4,-,14.3,EA/DS,,PRI,2,42,50.5,51,53,11.9,2000,0.5,0,10.24652,2452505.26,0.5
EQ,Per,14.0,-,15.7,EA/SD,,ALL,2,55,58.6,52,10,24.6,2000,0.2,0,1.4858611,2452501.3283,0.5
FQ,Per,13.5,-,14.8,EA/SD,,PRI,4,10,45.0,45,29,43.2,2000,0.4,0,3.977049,2452501.3,0.5
FW,Per,14.3,-,15.3,EA/SD,,ALL,4,27,44.6,52,28,51.5,2000,0.1,0,0.7912336,2452500.2204,0.5
HK,Per,13.1,-,14.4,EA/SD,,PRI,4,36,25.0,41,36,14.1,2000,0.3,0,2.1746211,2452500.2153,0.5
HS,Per,13.0,-,15.9,EA,A0II-III,PRI,1,52,11.6,57,6,43.0,2000,0.0,0,2.8367465,2452500.5155,0.5
HU,Per,10.9,-,13.9,EA/DS,A,PRI,3,42,33.2,39,6,3.8,2000,1.0,0,17.254562,2452508.0952,0.5
HV,Per,12.8,-,14.0,EA/SD,,PRI,3,45,4.9,37,47,15.9,2000,0.3,0,2.953329,2452501.0555,0.5
HW,Per,13.0,-,13.7,EB/KE,,ALL,3,58,46.1,44,44,5.9,2000,0.0,0,0.634829,2452500.612,0.5
HY,Per,14.8,-,15.3,EA,,PRI,4,20,56.3,50,52,7.0,2000,0.4,0,2.4834652,2452500.2844,0.5
II,Per,13.5,-,14.2,EB/KW,,ALL,4,29,37.6,44,25,40.5,2000,0.0,0,0.4798508,2452500.1692,0.5
IK,Per,11.3,-,11.6,EB/KE,A2,ALL,4,29,27.5,42,3,10.7,2000,0.0,0,0.67602,2452500.683,0.5
IM,Per,12.0,-,12.7,E/DM,,PRI,3,11,42.3,52,12,42.3,2000,0.3,0,2.2542352,2452501.6702,0.5
IM,Per,12.0,-,12.7,E/DM,,SEC,3,11,42.3,52,12,42.3,2000,0.3,0,2.2542172,2452502.8135,0.5
IQ,Per,7.72,-,8.27,EA/DM,B8Vp,PRI,3,59,44.7,48,9,4.5,2000,0.2,0,1.7435666,2452500.8253,0.5
IQ,Per,7.72,-,8.27,EA/DM,B8Vp,SEC,3,59,44.7,48,9,4.5,2000,0.2,0,1.7435587,2452501.644,0.5
IT,Per,9.9,-,10.5,EA/SD,A1,PRI,2,43,19.9,43,43,24.6,2000,0.3,0,1.5337094,2452500.811,0.5
IU,Per,10.5,-,11.6,EA/SD,A4,PRI,2,59,36.4,43,55,19.3,2000,0.2,0,0.8570256,2452500.208,0.5
IZ,Per,7.8,-,9.0,EA/SD,B8,ALL,1,32,5.5,54,1,8.3,2000,0.4,0,3.6876727,2452502.3962,0.5
KL,Per,11.0,-,11.6,EA/SD,A2,PRI,2,41,16.5,48,56,18.7,2000,0.3,0,2.2230916,2452500.2157,0.5
KN,Per,11.2,-,11.8,RRC,A4-A6,ALL,3,22,35.6,41,19,55.2,2000,0.2,0,0.8664699,2452500.266,0.5
KQ,Per,12.8,-,13.6,EA/SD,,PRI,3,53,3.2,52,20,51.2,2000,0.8,0,5.37771,2452500.18,0.5
KR,Per,10.4,-,11.1,EB/KE,OB-,ALL,4,37,8.9,44,12,39.8,2000,0.0,0,0.99607757,2452500.4102,0.5
KW,Per,10.5,-,11.5,EB/SD,A2,ALL,1,59,60.0,53,13,24.9,2000,0.0,0,0.9312608,2452500.116,0.5
LS,Per,11.5,-,14.6,EA/SD,A7IV,PRI,2,57,8.8,37,53,40.8,2000,0.3,0,2.9155425,2452501.1893,0.5
LX,Per,8.1,-,8.93,EA/AR/RS,G5IV+G5IV,PRI,3,13,22.4,48,6,31.3,2000,0.6,0,8.0382,2452506.152,0.5
MS,Per,11.9,-,12.7,EB,,PRI,4,1,12.2,49,33,11.8,2000,0.0,0,2.7793258,2452501.1036,0.5
NO,Per,11.5,-,12.0,EA,,PRI,4,15,41.8,48,40,42.5,2000,0.0,0,5.69228,2452500.94,0.5
NO,Per,11.5,-,12.0,EA,,SEC,4,15,41.8,48,40,42.5,2000,0.0,0,5.69233,2452502.94,0.5
NP,Per,12.2,-,13.0,EA/DM,,PRI,4,14,57.8,31,26,44.0,2000,0.1,0,2.228579,2452501.96,0.5
NZ,Per,11.7,-,12.1,EA/D,F2,PRI,4,27,59.5,37,50,30.8,2000,0.2,0,0.93792,2452500.098,0.5
OX,Per,14.7,-,16.3,EA/SD,,PRI,4,46,18.0,36,57,24.1,2000,0.2,0,3.056194,2452500.29,0.5
PS,Per,13.0,-,13.7,EA/SD,F5p,ALL,2,39,33.3,45,38,5.5,2000,0.1,0,0.7021825,2452500.639,0.5
QT,Per,14.2,-,15.1,EW/KE,,ALL,3,6,9.8,47,17,1.3,2000,0.0,0,0.8515538,2452500.481,0.5
QU,Per,12.2,-,14.8,EA/SD,A2Ve,ALL,3,5,54.7,40,41,12.8,2000,0.4,0,2.400939,2452500.1807,0.5
QV,Per,14.8,-,16.4,EA/SD,,PRI,3,9,31.7,38,21,15.4,2000,0.1,0,1.259052,2452500.21,0.5
QW,Per,14.6,-,15.7,EA/SD,,PRI,3,12,43.0,38,57,57.5,2000,0.1,0,0.82568274,2452500.1157,0.5
V337,Per,12.8,-,14.0,EA/SD,A,PRI,3,31,10.5,34,29,20.9,2000,0.3,0,1.886065,2452501.8004,0.5
V340,Per,12.8,-,13.7,EA/SD,,PRI,3,54,12.9,35,2,19.9,2000,0.4,0,4.370835,2452502.51,0.5
V364,Per,14.6,-,15.6,EW/KW,,ALL,2,44,0.8,36,17,28.5,2000,0.0,0,0.3394547,2452500.07,0.5
V365,Per,14.2,-,14.8,EA,,PRI,2,43,58.3,40,50,57.7,2000,0.3,0,3.024318,2452500.7771,0.5
V366,Per,13.7,-,16.3,EA/SD,,ALL,2,44,10.6,36,35,11.9,2000,0.1,0,1.4220095,2452501.3477,0.5
V427,Per,11.6,-,12.1,EA/SD,,PRI,2,59,31.2,39,26,44.1,2000,0.2,0,2.810054,2452502.793,0.5
V432,Per,11.0,-,11.7,EW/KW,,ALL,3,10,10.8,42,52,9.2,2000,0.0,0,0.38330668,2452500.0622,0.5
V434,Per,14.4,-,15.1,EW/KE,,ALL,3,21,36.0,40,19,22.5,2000,0.0,0,0.5361072,2452500.2005,0.5
V436,Per,5.49,-,5.85,EA/D,B1.5V,PRI,1,51,59.3,55,8,50.6,2000,0.5,0,25.93592,2452510.76,0.5
V436,Per,5.49,-,5.85,EA/D,B1.5V,SEC,1,51,59.3,55,8,50.6,2000,0.5,0,25.935898,2452521.4599,0.5
V449,Per,12.7,-,13.3,EA/KE,,ALL,2,57,33.5,35,14,1.0,2000,0.1,0,0.9462069,2452500.9069,0.5
V450,Per,13.0,-,13.7,EA,,ALL,2,59,15.3,41,45,23.1,2000,0.2,0,0.9486818,2452500.885,0.5
V457,Per,14.4,-,15.3,EA/SD,,PRI,3,11,14.1,36,59,25.6,2000,0.1,0,1.1702864,2452500.195,0.5
V462,Per,13.7,-,14.2,EB/KE,,ALL,3,26,31.3,35,44,59.5,2000,0.0,0,1.1559508,2452500.2295,0.5
V482,Per,10.6,-,10.9,EA/DM,,ALL,4,15,41.3,47,25,19.9,2000,0.0,0,2.446776,2452501.637,0.5
V505,Per,6.87,-,7.46,EA/DM,,ALL,2,21,13.0,54,30,36.3,2000,0.0,0,4.222019,2452503.4848,0.5
V511,Per,8.1,-,8.6,EA/DM,,PRI,3,26,25.5,40,27,30.6,2000,0.0,0,3.045332,2452503.033,0.5
V514,Per,11.4,-,0.32,E,,ALL,3,19,38.9,50,6,53.3,2000,0.0,0,1.8191604,2452501.686,0.5
V570,Per,8.15,-,8.25,EB,,ALL,3,9,34.9,48,37,28.7,2000,0.0,0,1.9009408,2452501.6367,0.5
V572,Per,6.5,-,6.79,EA,,PRI,3,15,48.7,50,57,21.2,2000,0.0,0,1.21318,2452500.395,0.5
V572,Per,6.5,-,6.79,EA,,SEC,3,15,48.7,50,57,21.2,2000,0.0,0,1.2131785,2452501.029,0.5
V578,Per,8.94,-,9.1,EB,,ALL,3,34,9.9,46,50,57.1,2000,0.0,0,0.970767,2452500.7849,0.5
V579,Per,7.87,-,7.94,RRC,,ALL,3,39,12.2,41,16,57.9,2000,0.0,0,0.46561806,2452500.1969,0.5
V592,Per,8.3,-,8.65,EB,,ALL,4,44,33.0,39,52,31.7,2000,0.0,0,0.7157175,2452500.3981,0.5
V600,Per,7.62,-,8.06,EB,,ALL,3,19,1.4,32,41,16.1,2000,0.0,0,1.46969,2452500.3113,0.5
V615,Per,12.98,-,13.4,EA,,ALL,2,19,1.7,57,7,19.2,2000,0.0,0,13.71387,2452512.5289,0.5
V618,Per,14.6,-,15.13,EA,,ALL,2,19,11.7,57,6,39.6,2000,0.0,0,6.366714,2452500.795,0.5
V680,Per,13.55,-,14.13,EW,,ALL,2,41,41.0,35,42,54.9,2000,0.0,0,0.37422025,2452500.0791,0.5
V723,Per,12.24,-,12.7,EB,,ALL,1,53,59.7,53,28,5.3,2000,0.0,0,0.7964242,2452500.748,0.5
V732,Per,11.32,-,11.8,EA,B9,ALL,3,23,19.2,51,23,29.5,2000,0.2,0,4.5064131,2452501.2933,0.5
V737,Per,12.65,-,13.22,EW,,ALL,3,40,20.2,33,4,7.0,2000,0.0,0,0.366599,2452500.3272,0.5
V740,Per,11.22,-,11.87,EW,,ALL,4,4,49.3,33,57,25.3,2000,0.0,0,0.3730415,2452500.344,0.5
V751,Per,11.46,-,11.93,EA,,SEC,1,30,53.1,53,25,38.4,2000,0.4,0,5.9613464,2452506.8371,0.5
V751,Per,11.46,-,11.93,EA,,PRI,1,30,53.1,53,25,38.4,2000,0.4,0,5.9613521,2452504.1563,0.5
V754,Per,11.97,-,12.5,EA,,PRI,2,3,28.3,58,54,13.3,2000,0.3,0,5.3367052,2452500.8597,0.5
V871,Per,10.92,-,11.5,EA,B,PRI,2,44,15.9,56,40,55.9,2000,0.2,0,3.023805,2452501.39,0.5
V871,Per,10.92,-,11.5,EA,B,SEC,2,44,15.9,56,40,55.9,2000,0.2,0,3.023975,2452502.309,0.5
V873,Per,10.8,-,11.5,EW,K0V,ALL,2,47,8.2,41,22,31.9,2000,0.0,0,0.2949032,2452500.052,0.5
V877,Per,13.91,-,15.27,EA,,PRI,2,57,10.0,53,18,1.9,2000,0.2,0,1.110995,2452500.1187,0.5
V881,Per,10.71,-,11.04,EW,K0IV,PRI,2,59,53.1,38,1,48.0,2000,0.0,0,0.38737595,2452500.1431,0.5
V882,Per,11.9,-,12.7,EA,,ALL,3,3,53.4,57,3,34.3,2000,0.2,0,1.2848311,2452500.74,0.5
V884,Per,10.73,-,11.25,EA,,PRI,3,6,20.5,48,33,12.1,2000,0.4,0,12.807076,2452504.0181,0.5
V885,Per,13.1,-,13.45,EW,,ALL,3,6,21.7,54,47,2.2,2000,0.0,0,0.30387071,2452500.1187,0.5
V887,Per,9.91,-,10.42,EA,,ALL,3,9,18.8,43,44,53.7,2000,0.2,0,1.5344347,2452501.1863,0.5
V912,Per,12.23,-,12.58,EA/RS,K4V,ALL,3,44,32.2,39,59,34.9,2000,0.1,0,0.57759443,2452500.2972,0.5
V951,Per,12.7,-,13.2,EW,,ALL,4,10,36.3,34,2,58.2,2000,0.0,0,0.2704774,2452500.109,0.5
V959,Per,10.11,-,10.75,EA,F0,ALL,4,35,4.8,37,28,20.7,2000,0.2,0,0.9907169,2452500.378,0.5
V963,Per,13.2,-,14.2,EB,,ALL,4,45,35.6,52,22,35.4,2000,0.0,0,0.4620733,2452500.14,0.5
V966,Per,13.03,-,13.85,EA,B5V,PRI,1,36,42.4,54,15,21.5,2000,0.4,0,4.3088572,2452503.6995,0.5
V966,Per,13.03,-,13.85,EA,B5V,SEC,1,36,42.4,54,15,21.5,2000,0.4,0,4.3089853,2452505.0081,0.5
V967,Per,13.32,-,13.55,EW,,ALL,1,54,51.3,54,44,37.6,2000,0.0,0,0.3593424,2452502.174,0.5
V968,Per,14.28,-,14.65,EB,,ALL,1,55,12.5,54,42,8.4,2000,0.0,0,0.6233931,2452500.107,0.5
V982,Per,12.85,-,13.5,EA,,PRI,2,38,24.0,56,31,56.6,2000,0.4,0,4.6067092,2452503.9063,0.5
V1107,Per,10.72,-,10.95,EA,A3,PRI,4,37,2.0,42,5,52.0,2000,0.1,0,1.4547143,2452500.9385,0.5
SW,Phe,10.0,-,11.8,EA/SD,A5,ALL,0,0,30.0,-39,37,29.2,2000,0.2,0,2.5530974,2452501.712,0.5
SY,Phe,9.75,-,9.96,ISB,F8,PRI,1,30,30.8,-42,42,24.9,2000,0.0,0,5.270873,2452502.949,0.5
SY,Phe,9.75,-,9.96,ISB,F8,SEC,1,30,30.8,-42,42,24.9,2000,0.0,0,5.27092,2452505.55,0.5
VW,Phe,10.57,-,11.14,EA/DM,,pri,1,25,33.6,-41,48,34.6,2000,0.0,0,6.88371,2452503.29,0.5
YZ,Phe,12.7,-,13.2,EW/KW,,ALL,1,42,25.9,-45,57,4.3,2000,0.0,0,0.2347242,2452500.107,0.5
AD,Phe,10.27,-,10.8,EW/KW,,ALL,1,16,38.1,-39,42,31.3,2000,0.0,0,0.37991752,2452500.0551,0.5
AE,Phe,7.56,-,8.25,EW/KW,G0V+G0V,ALL,1,32,32.9,-49,31,41.3,2000,0.0,0,0.3623752,2452500.144,0.5
AG,Phe,8.87,-,9.36,EA/KE,A9V,all,0,26,54.9,-39,52,55.1,2000,0.2,0,0.75533996,2452500.6838,0.5
AI,Phe,8.58,-,9.35,EA/DM,F7V+G5 V,PRI,1,9,34.2,-46,15,56.1,2000,0.5,0,24.59235,2452509.86,0.5
AU,Phe,12.5,-,13.0,EW/KW,,ALL,1,50,23.5,-46,58,28.1,2000,0.0,0,0.3066149,2452500.214,0.5
BM,Phe,9.27,-,9.53,EW,,ALL,0,18,45.9,-39,40,38.1,2000,0.0,0,0.41361384,2452500.318,0.5
CT,Phe,11.2,-,11.8,EA,,PRI,1,25,46.4,-39,56,10.6,2000,0.0,0,1.2608266,2452500.8531,0.5
zet,Phe,3.91,-,4.42,EA/DM,B6V+B9V,PRI,1,8,23.1,-55,14,44.7,2000,0.2,0,1.6697701,2452500.5593,0.5
zet,Phe,3.91,-,4.42,EA/DM,B6V+B9V,SEC,1,8,23.1,-55,14,44.7,2000,0.2,0,1.6697743,2452501.3814,0.5
X,Pic,10.7,-,11.8,EA/SD,A2,ALL,5,4,56.5,-53,8,26.1,2000,0.2,0,0.86190089,2452500.7132,0.5
SU,Pic,10.15,-,10.64,EA/DM,A0,ALL,5,18,14.5,-45,34,47.0,2000,0.0,0,1.83812,2452501.49,0.5
Y,Psc,10.1,-,13.1,EA/SD,A3+K0IV,PRI,23,34,25.4,7,55,28.6,2000,0.4,0,3.765745,2452500.244,0.5
RV,Psc,11.3,-,12.0,EA/DW,F8,ALL,1,19,41.1,31,12,5.1,2000,0.1,0,0.553989,2452500.3856,0.5
SU,Psc,10.95,-,11.9,EB/D,B3III,PRI,1,29,24.4,19,37,40.7,2000,0.0,0,2.681384,2452501.746,0.5
SX,Psc,11.2,-,12.1,EA/SD,A7V,ALL,0,57,37.9,12,18,25.6,2000,0.2,0,0.825883,2452500.219,0.5
SZ,Psc,7.18,-,7.72,EA/DS/RS,K1IV-V+F8V,ALL,23,13,23.8,2,40,31.6,2000,0.4,0,3.965655,2452500.582,0.5
UV,Psc,8.91,-,10.05,EA/D /RS,G2,ALL,1,16,55.1,6,48,42.1,2000,0.1,0,0.86104682,2452500.041,0.5
UW,Psc,10.8,-,11.3,EA/DM,A0,ALL,1,23,25.3,22,48,18.2,2000,0.4,0,2.4908522,2452500.0492,0.5
VZ,Psc,10.2,-,10.45,EW/KW,,ALL,23,27,48.4,4,51,24.0,2000,0.0,0,0.26125895,2452500.116,0.5
AC,Psc,14.6,-,16.0,L,,ALL,23,21,35.8,6,35,57.9,2000,0.0,0,0.33523463,2452500.3298,0.5
AQ,Psc,8.6,-,8.96,EW/KW,,ALL,1,21,3.6,7,36,21.6,2000,0.0,0,0.4756037,2452500.384,0.5
AT,Psc,15.6,-,16.7,EA,,PRI,0,58,28.5,31,40,45.0,2000,0.0,0,3.7835,2452500.02,0.5
AY,Psc,15.2,-,16.6,NL,,PRI,1,36,55.5,7,16,29.4,2000,0.0,0,0.21732055,2452500.0195,0.5
CP,Psc,10.69,-,11.05,EB,,ALL,0,58,45.9,32,6,20.4,2000,0.0,0,0.6840103,2452500.536,0.5
DS,Psc,11.73,-,12.19,EW,,ALL,0,58,51.9,3,3,57.8,2000,0.0,0,0.3424917,2452500.223,0.5
DV,Psc,10.59,-,0.51,E/RS,,ALL,0,13,9.2,5,35,43.0,2000,0.0,0,0.308536,2452500.122,0.5
DZ,Psc,10.86,-,11.32,EW,,ALL,0,36,27.9,21,32,14.4,2000,0.0,0,0.3661411,2452500.003,0.5
EM,Psc,14.3,-,0.45,EW,,ALL,1,18,48.5,13,21,7.5,2000,0.0,0,0.34397997,2452500.0506,0.5
ER,Psc,12.1,-,13.8,EA/SD,,PRI,23,9,20.4,7,14,53.2,2000,0.2,0,1.6202164,2452500.9306,0.5
ET,Psc,9.04,-,9.37,EW,A2,ALL,0,56,35.9,10,40,24.8,2000,0.0,0,0.4392981,2452500.207,0.5
EU,Psc,8.44,-,8.54,EA,F0,ALL,1,44,53.5,19,51,24.5,2000,0.1,0,1.6926157,2452501.032,0.5
EX,Psc,13.79,-,14.36,EW,,ALL,0,13,22.7,5,40,9.3,2000,0.0,0,0.2894802,2452500.206,0.5
FY,Psc,12.75,-,13.3,EW,,ALL,0,55,33.0,31,32,57.9,2000,0.0,0,0.35621829,2452500.2088,0.5
GR,Psc,11.05,-,11.85,EW,,PRI,1,9,31.9,22,39,19.3,2000,0.0,0,0.49431921,2452500.4613,0.5
GW,Psc,11.35,-,12.05,EW,,ALL,1,17,32.4,7,53,29.9,2000,0.0,0,0.3363394,2452500.029,0.5
HL,Psc,10.79,-,11.12,EB/RS,G5,ALL,1,27,28.9,29,6,18.6,2000,0.0,0,0.491608,2452500.4,0.5
HO,Psc,10.95,-,11.7,EW,,ALL,1,30,16.5,13,33,25.2,2000,0.0,0,0.3247472,2452500.034,0.5
W,PsA,11.4,-,13.2,EA/DS,,all,22,7,57.7,-32,49,59.7,2000,0.9,0,8.1792219,2452502.0212,0.5
RW,PsA,11.05,-,11.76,EW/KW,,ALL,22,9,46.9,-27,4,1.5,2000,0.0,0,0.3604473,2452500.208,0.5
VY,PsA,8.81,-,9.01,EB,,ALL,22,15,19.0,-24,59,27.0,2000,0.0,0,0.63389204,2452500.3871,0.5
V,Pup,4.35,-,4.92,EB/SD,B1Vp+B3,ALL,7,58,14.4,-49,14,41.7,2000,0.0,0,1.45449,2452500.432,0.5
RR,Pup,10.34,-,11.37,EA/SD,A,PRI,7,46,53.9,-41,22,26.5,2000,0.8,0,6.42966,2452500.33,0.5
SW,Pup,9.0,-,10.1,EA/SD,A0V,ALL,8,18,50.9,-42,45,11.4,2000,0.4,0,2.747299,2452502.52,0.5
SZ,Pup,13.6,-,14.3,S,,ALL,8,9,29.9,-36,42,13.2,2000,0.0,0,1.1902901,2452500.8235,0.5
TY,Pup,8.4,-,8.89,EW/KE,A9n,ALL,7,32,46.2,-20,47,31.1,2000,0.0,0,0.8192425,2452500.1566,0.5
UZ,Pup,9.35,-,10.34,EB/KE,A6+A6,PRI,7,41,46.1,-13,23,37.8,2000,0.0,0,0.79485046,2452500.2066,0.5
VY,Pup,10.8,-,11.4,EB/DW,F2,PRI,7,33,50.1,-11,39,51.0,2000,0.0,0,0.81673365,2452500.2759,0.5
XY,Pup,9.3,-,11.4,EA/DS,A3ea,ALL,8,9,34.7,-11,59,8.5,2000,1.4,0,13.7782,2452513.75,0.5
XZ,Pup,7.75,-,10.26,EA/SD,A0,ALL,8,13,31.1,-23,57,11.4,2000,0.5,0,2.1923867,2452501.543,0.5
YY,Pup,9.7,-,11.1,EA/DS,A0,PRI,7,35,52.3,-19,23,31.2,2000,2.0,0,27.955709,2452508.7705,0.5
ZZ,Pup,9.43,-,11.05,EA/SD,A2,PRI,7,48,26.0,-19,17,34.0,2000,0.6,0,6.338189,2452503.47,0.5
AA,Pup,10.4,-,11.6,EA/D,F8,all,8,1,36.1,-24,43,3.5,2000,0.7,0,7.06783,2452503.28,0.5
AF,Pup,13.3,-,13.5,EW/KW,,ALL,8,13,38.8,-43,7,46.4,2000,0.0,0,0.3836774,2452500.172,0.5
AG,Pup,10.7,-,11.8,EB,,all,7,43,13.0,-21,43,14.3,2000,0.0,0,4.779332,2452503.069,0.5
AH,Pup,10.3,-,11.3,EA,,ALL,7,56,56.2,-25,19,38.9,2000,0.3,0,2.0248439,2452500.128,0.5
AN,Pup,10.49,-,11.27,EA,,all,7,30,5.8,-21,26,24.0,2000,0.4,0,2.6682377,2452501.0378,0.5
AU,Pup,8.5,-,9.46,EB/KE,A0V,all,8,17,39.8,-41,42,27.9,2000,0.0,0,1.12639867,2452500.2042,0.5
AV,Pup,10.5,-,11.1,EW/DW,F8,ALL,8,24,32.3,-16,24,11.3,2000,0.0,0,0.43501512,2452500.375,0.5
AW,Pup,10.2,-,10.9,EA/SD,,ALL,8,24,44.3,-28,49,42.7,2000,0.2,0,1.3621627,2452500.8922,0.5
AY,Pup,11.6,-,12.5,EW/KW,,ALL,7,38,37.3,-24,29,18.4,2000,0.0,0,0.4689587,2452500.0112,0.5
AZ,Pup,9.7,-,10.2,EB,,ALL,8,18,19.7,-34,55,50.2,2000,0.0,0,0.86737199,2452500.2314,0.5
BH,Pup,8.4,-,9.1,EA,B3/5III,PRI,8,8,15.1,-42,1,47.5,2000,0.3,0,1.9158546,2452501.4,0.5
BP,Pup,12.1,-,12.6,EB/D,,PRI,7,30,13.3,-26,17,7.3,2000,0.0,0,5.437376,2452501.58,0.5
BR,Pup,12.1,-,12.9,EB/KE,,all,7,40,56.8,-25,39,28.1,2000,0.0,0,1.339585,2452501.3294,0.5
BS,Pup,11.3,-,12.3,EA/SD,,ALL,7,42,14.0,-21,15,10.6,2000,0.1,0,1.0758863,2452500.941,0.5
BT,Pup,13.9,-,14.6,EW,,ALL,7,55,33.9,-24,25,6.8,2000,0.0,0,1.5920989,2452501.173,0.5
CF,Pup,9.4,-,12.6,EA/SD,,all,6,5,16.0,-49,7,27.8,2000,0.6,0,7.64959,2452504.81,0.5
CG,Pup,10.2,-,13.0,EA/SD,,all,6,7,3.0,-46,44,47.7,2000,0.2,0,1.0495883,2452500.66,0.5
CS,Pup,12.3,-,13.5,EA,,all,7,34,35.0,-19,34,56.8,2000,0.4,0,2.6593533,2452501.864,0.5
DE,Pup,12.6,-,13.2,EB,,all,7,48,41.2,-20,24,14.6,2000,0.0,0,0.9737764,2452500.423,0.5
DF,Pup,12.7,-,14.0,EA/SD,,all,7,53,50.2,-19,40,40.2,2000,0.1,0,0.7714555,2452500.323,0.5
DI,Pup,11.8,-,13.0,EA/SD,,ALL,7,56,40.6,-19,29,12.3,2000,0.3,0,1.7061453,2452500.6331,0.5
DK,Pup,12.5,-,13.0,EB,,all,7,56,57.8,-25,31,5.4,2000,0.0,0,0.9882828,2452500.496,0.5
DO,Pup,13.0,-,15.0,EA/DS,,all,8,9,5.8,-21,49,27.1,2000,1.9,0,12.44583,2452511.79,0.5
DS,Pup,12.7,-,13.6,EW/KW,,ALL,7,32,47.8,-24,58,45.5,2000,0.0,0,0.3886763,2452500.1833,0.5
EN,Pup,11.2,-,11.6,EW,,ALL,7,42,44.1,-26,36,31.6,2000,0.0,0,0.6721432,2452500.185,0.5
EQ,Pup,10.2,-,11.0,EB/KE,,ALL,7,48,24.1,-26,5,27.0,2000,0.0,0,1.143132,2452500.434,0.5
GK,Pup,13.6,-,15.4,EA,,pri,7,41,44.0,-15,13,50.2,2000,0.4,0,3.079505,2452500.57,0.5
GU,Pup,11.4,-,12.2,EB/DM,,all,7,28,41.1,-16,35,2.2,2000,0.0,0,1.6526989,2452501.677,0.5
GV,Pup,12.9,-,13.7,E,,ALL,7,42,8.7,-13,0,12.4,2000,0.0,0,0.98835876,2452500.7352,0.5
GY,Pup,11.9,-,12.3,EW/KW,Gp,ALL,7,16,40.0,-39,54,25.8,2000,0.0,0,0.4121818,2452500.0486,0.5
GZ,Pup,11.7,-,12.2,EW/KW,,ALL,7,17,27.1,-40,7,43.2,2000,0.0,0,0.320263,2452500.1899,0.5
HI,Pup,10.7,-,11.0,EW/KW,,ALL,7,33,38.2,-50,7,25.0,2000,0.0,0,0.43261272,2452500.3152,0.5
HM,Pup,12.0,-,13.0,EA,,PRI,7,19,37.7,-48,39,13.0,2000,0.0,0,2.589685,2452500.18,0.5
IT,Pup,11.3,-,12.3,EA/SD,,ALL,8,13,3.0,-28,20,32.2,2000,0.2,0,1.3361769,2452500.841,0.5
KR,Pup,14.0,-,15.0,EA,,ALL,7,35,7.2,-16,20,32.6,2000,0.0,0,2.6327774,2452502.371,0.5
KV,Pup,9.63,-,10.34,EA/DM,A0IV,PRI,7,47,19.1,-48,32,12.3,2000,0.5,0,3.667887,2452501.59,0.5
KW,Pup,11.3,-,11.8,EB/DM,,ALL,7,49,20.3,-15,5,37.0,2000,0.0,0,1.6039112,2452500.9669,0.5
