id,cons,vmax,blank,vmin,spect,vart,component,rah,ram,ras,decd,decm,decs,epoch,d,zero,period,e0_hjd,phase_secondary
AE,Cyg,11.8,-,12.8,EA/SD,A5,PRI,21,13,14.3,30,44,27.3,2000,0.2,0,0.96918726,2452500.6068,0.5
BO,Cyg,11.8,-,12.5,EA/DM,,ALL,21,49,14.5,41,8,16.6,2000,0.3,0,1.756208,2452500.557,0.5
BR,Cyg,9.4,-,10.6,EA/SD,A5V+F0V,PRI,19,40,54.7,46,47,5.6,2000,0.3,0,1.33256435,2452501.1382,0.5
CG,Cyg,9.73,-,10.86,EA/SD/RS,G9.5V+K3V,ALL,20,58,13.4,35,10,29.6,2000,0.1,0,0.6311431,2452500.529,0.5
CV,Cyg,10.8,-,11.4,EW/DW,F8III,ALL,19,54,20.9,38,2,50.0,2000,0.0,0,0.9834044,2452500.6842,0.5
DK,Cyg,10.37,-,10.93,EW/D,A7V,ALL,21,35,2.7,34,35,45.4,2000,0.0,0,0.470696,2452500.196,0.5
DL,Cyg,9.6,-,10.3,EA/DM,B3,ALL,21,39,46.5,48,32,23.9,2000,0.7,0,4.830441,2452502.113,0.5
DO,Cyg,11.4,-,12.3,EA/SD,A0,PRI,21,58,22.6,52,34,2.3,2000,0.1,0,1.7099945,2452500.4883,0.5
DP,Cyg,13.2,-,14.1,EA,,ALL,22,0,27.7,53,17,35.0,2000,0.0,0,2.346908,2452500.324,0.5
DX,Cyg,14.1,-,15.9,EA/SD,,ALL,19,26,4.5,29,22,55.5,2000,0.2,0,1.370332,2452501.267,0.5
EE,Cyg,14.4,-,15.7,EA,,pri,19,30,32.4,28,32,18.8,2000,0.4,0,2.833091,2452501.0,0.5
EM,Cyg,11.9,-,14.4,UGZ+E,pec UG,ALL,19,38,40.1,30,30,28.4,2000,0.0,0,0.29090912,2452500.1711,0.5
EN,Cyg,12.9,-,16.1,EA/SD,,ALL,19,40,9.5,29,16,23.2,2000,0.4,0,2.214897,2452501.443,0.5
FR,Cyg,13.9,-,16.1,EA/SD,,pri,19,35,1.3,28,13,41.3,2000,0.7,0,4.444423,2452504.53,0.5
GG,Cyg,12.0,-,12.9,EA/SD,A5,PRI,19,54,18.6,32,40,46.1,2000,0.4,0,2.008388,2452501.582,0.5
GM,Cyg,12.0,-,13.5,EA/SD,B9,PRI,20,4,15.9,38,7,43.7,2000,0.5,0,4.7458438,2452501.9972,0.5
GO,Cyg,8.47,-,9.09,EB/KE,B9n+A0n V,ALL,20,37,20.1,35,26,10.3,2000,0.0,0,0.7177643,2452500.4537,0.5
GT,Cyg,13.3,-,15.7,EA/SD,,PRI,21,50,43.6,42,54,11.5,2000,0.4,0,2.9743537,2452500.283,0.5
GV,Cyg,13.2,-,15.2,EA/SD,A5,ALL,21,58,25.3,46,56,25.7,2000,0.1,0,0.9906674,2452500.552,0.5
HK,Cyg,13.0,-,15.0,EA/SD,,PRI,19,30,31.6,34,20,52.4,2000,0.3,0,3.283069,2452503.084,0.5
HL,Cyg,14.8,-,16.0,EA/DS,,pri,19,33,16.0,28,11,33.5,2000,1.5,0,9.6763,2452507.0,0.5
KR,Cyg,9.19,-,10.0,EB,A2V,PRI,20,9,5.6,30,33,1.4,2000,0.0,0,0.8451556,2452500.21,0.5
KU,Cyg,10.73,-,12.38,EA/D /RS,F4p+K5eIII,pri,20,12,45.1,47,23,41.4,2000,3.1,0,38.4396,2452528.1,0.5
KV,Cyg,11.5,-,12.6,EB/SD,B0,ALL,20,15,38.1,36,47,36.7,2000,0.0,0,2.8390017,2452501.1878,0.5
LN,Cyg,14.0,-,15.1,EB/SD,A2,PRI,20,57,30.9,33,14,38.8,2000,0.0,0,0.52394445,2452500.0971,0.5
LO,Cyg,13.1,-,13.7,EB,,ALL,21,44,3.0,45,52,39.3,2000,0.0,0,0.6292133,2452500.181,0.5
MR,Cyg,8.75,-,9.68,EA/SD,B3V+B9,ALL,21,58,56.6,47,59,0.0,2000,0.4,0,1.6770322,2452501.1767,0.5
MY,Cyg,8.3,-,9.02,EA/DM,A7 m+A5 m,PRI,20,20,3.4,33,56,35.0,2000,0.4,0,4.0051874,2452503.7695,0.5
MY,Cyg,8.3,-,9.02,EA/DM,A7 m+A5 m,SEC,20,20,3.4,33,56,35.0,2000,0.4,0,4.0051882,2452505.7834,0.5
NU,Cyg,14.3,-,14.9,EW/KW,,ALL,19,51,37.7,39,7,20.4,2000,0.0,0,0.2811232,2452500.222,0.5
NZ,Cyg,13.7,-,14.2,EW/KW,,ALL,19,52,37.5,38,42,58.4,2000,0.0,0,0.40596759,2452500.1233,0.5
PV,Cyg,12.7,-,15.5,E/SD,A1,PRI,19,56,29.2,37,43,9.1,2000,0.0,0,1.3148684,2452500.584,0.5
PW,Cyg,13.3,-,14.5,EA,,ALL,19,56,31.0,39,30,30.7,2000,0.2,0,2.02179,2452500.707,0.5
PY,Cyg,14.8,-,15.2,EW/KW,,ALL,19,56,57.2,38,55,5.8,2000,0.0,0,0.46504355,2452500.2342,0.5
QS,Cyg,13.2,-,13.8,E/KE,A0,PRI,19,57,39.5,38,48,20.5,2000,0.0,0,1.0439988,2452500.888,0.5
QT,Cyg,14.8,-,17.4,EA/SD,A5,pri,19,58,7.4,38,49,28.6,2000,0.3,0,3.335561,2452501.311,0.5
QU,Cyg,14.5,-,15.3,E,,PRI,19,58,27.9,38,13,27.6,2000,0.0,0,0.34691058,2452500.1389,0.5
QX,Cyg,14.3,-,15.0,E/DW,F1,ALL,19,58,34.8,38,14,35.0,2000,0.0,0,0.8995,2452500.744,0.5
V340,Cyg,14.4,-,15.2,EA,,pri,20,0,54.4,39,1,44.5,2000,0.2,0,4.06705,2452503.66,0.5
V345,Cyg,11.3,-,11.8,EA/DM,A1,ALL,20,10,10.7,30,28,54.6,2000,0.4,0,2.075573,2452502.059,0.5
V346,Cyg,11.8,-,13.5,EA/SD,A5,PRI,20,19,24.7,36,20,24.2,2000,0.4,0,2.743327,2452500.426,0.5
V355,Cyg,14.2,-,15.7,EA/DS,,pri,21,3,17.8,46,8,53.3,2000,0.5,0,8.431,2452505.0,0.5
V366,Cyg,10.0,-,10.5,EB/KE,A5,ALL,20,44,29.8,54,6,7.0,2000,0.0,0,1.0960231,2452500.439,0.5
V367,Cyg,6.67,-,7.6,EB/GS/SD,B8peIa+F4I,ALL,20,47,59.6,39,17,15.7,2000,0.0,0,18.59778,2452510.77,0.5
V370,Cyg,11.8,-,13.1,EB/SD,A0,ALL,19,43,38.1,32,47,35.4,2000,0.0,0,0.7745408,2452500.499,0.5
V371,Cyg,12.2,-,13.2,EA/GS/D,G5III,PRI,20,18,21.6,30,9,21.1,2000,5.9,0,45.3801,2452505.8,0.5
V379,Cyg,13.0,-,14.5,E/SD,,ALL,19,44,25.2,50,31,7.0,2000,0.0,0,6.0959824,2452505.2529,0.5
V380,Cyg,5.61,-,5.78,EA/DM,B1III+B3V,PRI,19,50,37.3,40,35,59.1,2000,1.4,0,12.425705,2452501.809,0.5
V380,Cyg,5.61,-,5.78,EA/DM,B1III+B3V,SEC,19,50,37.3,40,35,59.1,2000,1.4,0,12.4255,2452506.72,0.5
V382,Cyg,8.29,-,9.18,EB,O7+O8V,ALL,20,18,47.2,36,20,26.1,2000,0.0,0,1.885516,2452500.474,0.5
V385,Cyg,12.3,-,13.3,EA/SD,,PRI,20,53,47.6,35,33,9.7,2000,0.2,0,1.2280411,2452501.307,0.5
V387,Cyg,11.5,-,12.3,EA/K,A4+G5,PRI,21,15,37.4,37,29,51.7,2000,0.2,0,0.6405967,2452500.464,0.5
V388,Cyg,8.9,-,9.55,EB/KE,A3,ALL,20,29,12.9,31,23,12.0,2000,0.0,0,0.8590259,2452500.547,0.5
V393,Cyg,9.0,-,10.0,EA/DS,A0,PRI,19,58,48.3,43,17,44.2,2000,1.2,0,13.633535,2452502.3917,0.5
V398,Cyg,12.5,-,15.0,EA,,ALL,20,46,50.8,34,12,3.7,2000,0.0,0,2.4480704,2452500.7846,0.5
V401,Cyg,10.64,-,11.17,EW/KE,F0,ALL,19,29,20.3,30,24,28.5,2000,0.0,0,0.5827271,2452500.3762,0.5
V435,Cyg,12.7,-,15.0,EA/SD,,PRI,20,16,27.0,38,45,40.4,2000,0.7,0,6.77201,2452503.42,0.5
V442,Cyg,10.0,-,10.4,EA,F4+F5,ALL,20,27,52.3,30,47,28.4,2000,0.2,0,2.385945,2452502.091,0.5
V443,Cyg,12.3,-,13.0,EA,,ALL,20,27,45.6,38,41,23.8,2000,0.1,0,1.6622062,2452500.8639,0.5
V444,Cyg,7.92,-,8.22,EA/WR,O6+WN5.5,ALL,20,19,32.4,38,43,54.0,2000,0.8,0,4.212496,2452500.106,0.5
V445,Cyg,11.7,-,15.5,EA/SD,,PRI,20,28,19.0,38,17,43.3,2000,0.2,0,1.947769,2452500.205,0.5
V447,Cyg,13.1,-,14.5,EA/SD,A3+F5,ALL,20,5,53.2,35,52,11.0,2000,0.4,0,2.20552,2452501.742,0.5
V448,Cyg,7.9,-,8.72,EB/SD,O9.5e+B1Ib,ALL,20,6,9.9,35,23,9.6,2000,0.0,0,6.519729,2452506.432,0.5
V453,Cyg,8.29,-,8.72,EA/D,B0.5IV +B1,PRI,20,6,35.0,35,44,26.3,2000,0.6,0,3.88982,2452503.253,0.5
V454,Cyg,11.8,-,13.2,EB/SD,B5,ALL,20,15,56.8,37,30,30.6,2000,0.0,0,2.316892,2452501.4263,0.5
V455,Cyg,10.4,-,11.0,EB/DM,B2 p e,ALL,20,26,20.9,39,40,10.0,2000,0.0,0,8.7525,2452503.988,0.5
V456,Cyg,10.8,-,11.9,EA/SD,A2,ALL,20,28,50.8,39,9,13.7,2000,0.1,0,0.8911941,2452500.7859,0.5
V463,Cyg,10.55,-,11.15,EA/DM,A0V,ALL,19,42,13.9,31,18,2.5,2000,0.4,0,2.117576,2452500.968,0.5
V466,Cyg,10.8,-,11.7,EA,F4,ALL,19,54,33.5,33,0,5.4,2000,0.2,0,1.39156693,2452500.599,0.5
